machine_code,activation_code,activation_date
,0563879627,7/15/2014
,1379815048,9/15/2014
,1209825036,11/15/2014
,0418093933,1/15/2015
,0259726456,3/15/2015
J0932,0207580469,1/15/2014
,1037991338,3/15/2014
,0018684302,5/15/2014
,0178694879,7/15/2014
,1387539134,9/15/2014
,0454120764,11/15/2014
,0521798732,1/15/2015
,0690832532,3/15/2015
J0933,0397174302,1/15/2014
,1336955362,3/15/2014
,0371258067,5/15/2014
,0859778886,7/15/2014
,0092766473,9/15/2014
,0334912320,11/15/2014
,0062818199,1/15/2015
,0942113483,3/15/2015
J0934,0955951073,1/15/2014
,1079724187,3/15/2014
,0312680515,5/15/2014
,1190284749,7/15/2014
,0243833666,9/15/2014
,0493674653,11/15/2014
,0887141961,1/15/2015
,0539661421,3/15/2015
J0935,0398116743,1/15/2014
,0585696685,3/15/2014
,0297838905,5/15/2014
,0388487737,7/15/2014
,0098290280,9/15/2014
,1090445571,11/15/2014
,0258581276,1/15/2015
,0728601884,3/15/2015
J0936,0676493117,1/15/2014
,0435984447,3/15/2014
,0267103867,5/15/2014
,0246156843,7/15/2014
,1031096938,9/15/2014
,1264900413,11/15/2014
,0589913776,1/15/2015
,0084591605,3/15/2015
J0937,0053182865,1/15/2014
,1273256834,3/15/2014
,0240591345,5/15/2014
,0174148318,7/15/2014
,1214626676,9/15/2014
,1222057339,11/15/2014
,1135922863,1/15/2015
,1134625864,3/15/2015
J0938,0118494987,1/15/2014
,0764776230,3/15/2014
,0657108430,5/15/2014
,0951593939,7/15/2014
,0352394925,9/15/2014
,1390795752,11/15/2014
,0044905824,1/15/2015
,0102738305,3/15/2015
J0939,0706128468,1/15/2014
,0770789535,3/15/2014
,0965870061,5/15/2014
,0559774086,7/15/2014
,1011843267,9/15/2014
,0260917707,11/15/2014
,0594819701,1/15/2015
,0365475168,3/15/2015
J0940,1173776339,1/15/2014
,0294801947,3/15/2014
,0467247936,5/15/2014
,1337877252,7/15/2014
,0761932333,9/15/2014
,0352956380,11/15/2014
,0813811331,1/15/2015
,1277855146,3/15/2015
J0941,0222515044,1/15/2014
,0695644553,3/15/2014
,0391197194,5/15/2014
,0919360096,7/15/2014
,1079877135,9/15/2014
,1045672592,11/15/2014
,0442338217,1/15/2015
,0533665637,3/15/2015
J0942,0285024826,1/15/2014
,1231197697,3/15/2014
,0314041436,5/15/2014
,071567606,7/15/2014
,0634423878,9/15/2014
,1171661557,11/15/2014
,0544929434,1/15/2015
,1283939442,3/15/2015
J0943,0299746207,1/15/2014
,0736514250,3/15/2014
,0725366331,5/15/2014
,0813873434,7/15/2014
,0119750514,9/15/2014
,0801975781,11/15/2014
,0182889097,1/15/2015
,0503413314,3/15/2015
J0944,0286008054,1/15/2014
,0287837967,3/15/2014
,0662417481,5/15/2014
,0117006299,7/15/2014
,1308096709,9/15/2014
,0999280527,11/15/2014
,0036796986,1/15/2015
,0468743382,3/15/2015
J0945,1013583574,1/15/2014
,0286107354,3/15/2014
,0734658229,5/15/2014
,0305710569,7/15/2014
,0339239788,9/15/2014
,0295137770,11/15/2014
,0399715910,1/15/2015
,0223927351,3/15/2015
J0946,0742027099,1/15/2014
,0160460999,3/15/2014
,0596576288,5/15/2014
,0659197680,7/15/2014
,1050487700,9/15/2014
,0072356759,11/15/2014
,1314480806,1/15/2015
,0296843640,3/15/2015
J0947,0212930683,1/15/2014
,0681013658,3/15/2014
,1392713555,5/15/2014
,0047182568,7/15/2014
,0877317876,9/15/2014
,0700207540,11/15/2014
,1136409219,1/15/2015
,0523243884,3/15/2015
J0948,0667020141,1/15/2014
,0463566782,3/15/2014
,1189085180,5/15/2014
,0666301149,7/15/2014
,0646464506,9/15/2014
,0136506588,11/15/2014
,0149581211,1/15/2015
,0683405516,3/15/2015
J0949,1205865166,1/15/2014
,1150409000,3/15/2014
,0231477440,5/15/2014
,0329571398,7/15/2014
,978232118,9/15/2014
,0091483970,11/15/2014
,0144620712,1/15/2015
,1030197689,3/15/2015
J0950,1349534713,1/15/2014
,0919625978,3/15/2014
,1321393253,5/15/2014
,0888161242,7/15/2014
,1341069880,9/15/2014
,0072261677,11/15/2014
,0651715550,1/15/2015
,0474261671,3/15/2015
J0951,0311402142,1/15/2014
,0855349004,3/15/2014
,0297452895,5/15/2014
,0170581564,7/15/2014
,0695125370,9/15/2014
,1407007487,11/15/2014
,0381887558,1/15/2015
,0673873029,3/15/2015
J0951,0311402142,1/15/2014
,0855349004,3/15/2014
,297452895,5/15/2014
,0170581564,7/15/2014
,0695125370,9/15/2014
,1407007487,11/15/2014
,0381887558,1/15/2015
,0673873029,3/15/2015
J0952,941079410,1/15/2014
,361453614,3/15/2014
,783017830,5/15/2014
,659046590,7/15/2014
,269302693,9/15/2014
,608296082,11/15/2014
,820198201,1/15/2015
,142681426,3/15/2015
J0953,0822505654,2/15/2014
,0751117882,4/15/2014
,0254004318,6/15/2014
,0638998474,8/15/2014
,0736877156,10/15/2014
,1061299823,12/15/2014
,0694118818,2/15/2015
,1388597963,4/15/2015
J0954,1318335428,2/15/2014
,1196471020,4/15/2014
,1103885999,6/15/2014
,0497548939,8/15/2014
,0940911053,10/15/2014
,0094145261,12/15/2014
,0161427819,2/15/2015
,0807709227,4/15/2015
J0955,0250793608,2/15/2014
,0480044105,4/15/2014
,0278135031,6/15/2014
,0634402839,8/15/2014
,0139324482,10/15/2014
,0849624709,12/15/2014
,0946127534,2/15/2015
,0590909028,4/15/2015
J0956,0367074132,2/15/2014
,0859895385,4/15/2014
,1027835257,6/15/2014
,0079031783,8/15/2014
,1258855856,10/15/2014
,0786861474,12/15/2014
,1200020112,2/15/2015
,0063519718,4/15/2015
J0957,0271578533,2/15/2014
,0081380957,4/15/2014
,1287800850,6/15/2014
,0181359339,8/15/2014
,0165098224,10/15/2014
,0313829610,12/15/2014
,0724081763,2/15/2015
,1054750821,4/15/2015
J0958,1210003329,2/15/2014
,0147540924,4/15/2014
,0068270132,6/15/2014
,0231235535,8/15/2014
,0437645473,10/15/2014
,0091800270,12/15/2014
,1111703127,2/15/2015
,0004959614,4/15/2015
J0959,0850799686,2/15/2014
,0720889904,4/15/2014
,0374549505,6/15/2014
,0647363142,8/15/2014
,0531354085,10/15/2014
,0632608989,12/15/2014
,0253697420,2/15/2015
,0279873537,4/15/2015
J0960,0615417797,2/15/2014
,0294967307,4/15/2014
,1076207415,6/15/2014
,0438956472,8/15/2014
,0704645818,10/15/2014
,1137527645,12/15/2014
,0079210784,2/15/2015
,0117268997,4/15/2015
J0961,1160448842,2/15/2014
,1213780340,4/15/2014
,0324720489,6/15/2014
,0564608533,8/15/2014
,0828614265,10/15/2014
,0258116766,12/15/2014
,0940711844,2/15/2015
,1003748503,4/15/2015
J0962,0989926264,2/15/2014
,0337531253,4/15/2014
,0424471122,6/15/2014
,0218948821,8/15/2014
,0569221628,10/15/2014
,0347260293,12/15/2014
,0374654061,2/15/2015
,0422554378,4/15/2015
J0963,0773701283,2/15/2014
,0641056466,4/15/2014
,1066684591,6/15/2014
,0714454933,8/15/2014
,0251286942,10/15/2014
,0464827022,12/15/2014
,0488863508,2/15/2015
,0901349857,4/15/2015
J0964,0033655697,2/15/2014
,1276244213,4/15/2014
,0104599067,6/15/2014
,0122105154,8/15/2014
,0265697026,10/15/2014
,0272530672,12/15/2014
,0256555782,2/15/2015
,0631763323,4/15/2015
J0965,0713132902,2/15/2014
,0168034377,4/15/2014
,0748104657,6/15/2014
,0472097089,8/15/2014
,0156264089,10/15/2014
,0316479032,12/15/2014
,0301298865,2/15/2015
,0673294645,4/15/2015
J0966,0176338867,2/15/2014
,0686914861,4/15/2014
,1266657974,6/15/2014
,1314762431,8/15/2014
,1143193576,10/15/2014
,0582436759,12/15/2014
,0186658104,2/15/2015
,1330170925,4/15/2015
J0967,0144513411,2/15/2014
,1160953180,4/15/2014
,0878922956,6/15/2014
,0330295495,8/15/2014
,1119052548,10/15/2014
,0863639350,12/15/2014
,0577312269,2/15/2015
,0830930677,4/15/2015
J0968,0671806126,2/15/2014
,1275665272,4/15/2014
,0163567864,6/15/2014
,0790777296,8/15/2014
,0776148677,10/15/2014
,0708680304,12/15/2014
,0033672782,2/15/2015
,0166350321,4/15/2015
J0969,1193597251,2/15/2014
,0299040257,4/15/2014
,0054921899,6/15/2014
,1163750479,8/15/2014
,1226896458,10/15/2014
,0371085319,12/15/2014
,0906275241,2/15/2015
,0010602828,4/15/2015
J0970,0250603709,2/15/2014
,0068118742,4/15/2014
,0708102785,6/15/2014
,0968074838,8/15/2014
,0099169996,10/15/2014
,1095824501,12/15/2014
,0371319577,2/15/2015
,0268588908,4/15/2015
J0971,0642220654,2/15/2014
,0224690707,4/15/2014
,1208652719,6/15/2014
,0713274871,8/15/2014
,0680824374,10/15/2014
,0599048427,12/15/2014
,0026642839,2/15/2015
,1214590671,4/15/2015
J0972,1166188233,2/15/2014
,1247980068,4/15/2014
,0328984394,6/15/2014
,185345374,8/15/2014
,0624203273,10/15/2014
,0640452576,12/15/2014
,0363879174,2/15/2015
,0850713058,4/15/2015
J0973,0241716013,2/15/2014
,0507791094,4/15/2014
,0391979859,6/15/2014
,0606877965,8/15/2014
,0514561160,10/15/2014
,0698451099,12/15/2014
,0072272561,2/15/2015
,1062916850,4/15/2015
J0974,0873795164,2/15/2014
,1392247443,4/15/2014
,0440836762,6/15/2014
,0606896648,8/15/2014
,0789698079,10/15/2014
,0375675242,12/15/2014
,0550209473,2/15/2015
,0673538078,4/15/2015
J0975,0514835480,2/15/2014
,1323453301,4/15/2014
,0070236446,6/15/2014
,1319182900,8/15/2014
,0086714074,10/15/2014
,0825513012,12/15/2014
,1227683371,2/15/2015
,0047808851,4/15/2015
J0976,0014476977,2/15/2014
,0038455307,4/15/2014
,0267287184,6/15/2014
,0224302524,8/15/2014
,1295983220,10/15/2014
,0811796489,12/15/2014
,0090035475,2/15/2015
,0246897801,4/15/2015
J0977,0351410598,2/15/2014
,0722396136,4/15/2014
,0940756417,6/15/2014
,0572996354,8/15/2014
,0268750059,10/15/2014
,0477944675,12/15/2014
,0470950442,2/15/2015
,0644145678,4/15/2015
J0978,0145211248,2/15/2014
,0016785574,4/15/2014
,0585337917,6/15/2014
,0436155430,8/15/2014
,1212335501,10/15/2014
,0067014249,12/15/2014
,0263397383,2/15/2015
,0638304435,4/15/2015
J0979,0031103259,2/15/2014
,0589578594,4/15/2014
,0611850440,6/15/2014
,0508163955,8/15/2014
,1028805764,10/15/2014
,0109857324,12/15/2014
,1127453703,2/15/2015
,0988335582,4/15/2015
J0980,1209040570,2/15/2014
,0014546381,4/15/2014
,0307444594,6/15/2014
,0298152131,8/15/2014
,0095948005,10/15/2014
,1007479752,12/15/2014
,1139647063,2/15/2015
,0958864957,4/15/2015
J0981,0256442645,3/15/2014
,0105571770,5/15/2014
,1144646915,7/15/2014
,0857920799,9/15/2014
,0676697638,11/15/2014
,1147361200,1/15/2015
,0963477155,3/15/2015
,0657507587,5/15/2015
J0982,0235606051,3/15/2014
,0375485500,5/15/2014
,0721934057,7/15/2014
,0925984962,9/15/2014
,0130944532,11/15/2014
,1105364878,1/15/2015
,0235042559,3/15/2015
,0407416319,5/15/2015
J0983,0629876681,3/15/2014
,1356369317,5/15/2014
,0496022166,7/15/2014
,0028546903,9/15/2014
,0783486265,11/15/2014
,1241353183,1/15/2015
,0496484052,3/15/2015
,0310809007,5/15/2015
J0984,0766607370,3/15/2014
,0163321333,5/15/2014
,0531682317,7/15/2014
,0313090270,9/15/2014
,0551610263,11/15/2014
,0145260708,1/15/2015
,0402507304,3/15/2015
,0302914576,5/15/2015
J0985,0052168218,3/15/2014
,0109190142,5/15/2014
,0065125221,7/15/2014
,0688679048,9/15/2014
,0334161874,11/15/2014
,0708341139,1/15/2015
,0343184259,3/15/2015
,0585068302,5/15/2015
J0986,0288871566,3/15/2014
,0405552024,5/15/2014
,0118258562,7/15/2014
,0312180026,9/15/2014
,0672826503,11/15/2014
,0488360191,1/15/2015
,0707586145,3/15/2015
,0181493078,5/15/2015
J0987,0636341664,3/15/2014
,0338833457,5/15/2014
,0371195855,7/15/2014
,0020571794,9/15/2014
,0538903070,11/15/2014
,1318844218,1/15/2015
,1247690912,3/15/2015
,0603732274,5/15/2015
J0988,1165920886,3/15/2014
,1367766533,5/15/2014
,0409484066,7/15/2014
,0237824515,9/15/2014
,0943925838,11/15/2014
,0405050024,1/15/2015
,1160107318,3/15/2015
,0661786882,5/15/2015
J0989,0178962799,3/15/2014
,0063570742,5/15/2014
,0535605747,7/15/2014
,0983100818,9/15/2014
,1195753260,11/15/2014
,0423070678,1/15/2015
,0139206515,3/15/2015
,0681446797,5/15/2015
J0990,0100551602,3/15/2014
,0193918512,5/15/2014
,1097364088,7/15/2014
,0628734125,9/15/2014
,1078340902,11/15/2014
,0467962145,1/15/2015
,0242625117,3/15/2015
,1015046762,5/15/2015
J0991,0401907227,3/15/2014
,0568968909,5/15/2014
,0119300642,7/15/2014
,0491695555,9/15/2014
,0880997946,11/15/2014
,0157636030,1/15/2015
,0659278820,3/15/2015
,1393807800,5/15/2015
J0992,0901901722,3/15/2014
,0225792653,5/15/2014
,0791668378,7/15/2014
,1004459629,9/15/2014
,1385948849,11/15/2014
,1220288299,1/15/2015
,0600264673,3/15/2015
,0865345975,5/15/2015
J0993,0029439915,3/15/2014
,0365076136,5/15/2014
,0158350241,7/15/2014
,0481640046,9/15/2014
,0102462984,11/15/2014
,0678525860,1/15/2015
,0916928791,3/15/2015
,0450844948,5/15/2015
J0994,0501515878,3/15/2014
,0430204526,5/15/2014
,0268774065,7/15/2014
,0658602272,9/15/2014
,0345627813,11/15/2014
,0672617896,1/15/2015
,0658413653,3/15/2015
,0668754132,5/15/2015
J0995,0362498708,3/15/2014
,0038112067,5/15/2014
,0173825378,7/15/2014
,0535287349,9/15/2014
,0789351247,11/15/2014
,0324486659,1/15/2015
,0342425947,3/15/2015
,0577080579,5/15/2015
J0996,0287967727,3/15/2014
,1111576735,5/15/2014
,1297212136,7/15/2014
,0340008371,9/15/2014
,1007053900,11/15/2014
,0280646290,1/15/2015
,0605576454,3/15/2015
,0199523786,5/15/2015
J0997,1040008573,3/15/2014
,0359004003,5/15/2014
,0084769763,7/15/2014
,1133265386,9/15/2014
,0865468411,11/15/2014
,0797426268,1/15/2015
,1303720345,3/15/2015
,0012737378,5/15/2015
J0998,0832866782,3/15/2014
,1077299285,5/15/2014
,1212835833,7/15/2014
,0057650204,9/15/2014
,0706111805,11/15/2014
,0368380831,1/15/2015
,0900404209,3/15/2015
,0220507732,5/15/2015
J0999,0275032452,3/15/2014
,0583271782,5/15/2014
,0525347057,7/15/2014
,0665918598,9/15/2014
,0560568419,11/15/2014
,0227733509,1/15/2015
,0271843525,3/15/2015
,0409448196,5/15/2015
J1000,1255974102,3/15/2014
,0510521734,5/15/2014
,0601539273,7/15/2014
,0802926506,9/15/2014
,0957939227,11/15/2014
,1059048651,1/15/2015
,1289568813,3/15/2015
,0240167647,5/15/2015
J1001,1031673532,3/15/2014
,1227188322,5/15/2014
,1103061589,7/15/2014
,1232512948,9/15/2014
,1060329029,11/15/2014
,0153227293,1/15/2015
,0979996500,3/15/2015
,0921342508,5/15/2015
J1002,0703144056,3/15/2014
,0285289581,5/15/2014
,0994942298,7/15/2014
,1266764603,9/15/2014
,0147647404,11/15/2014
,1231801231,1/15/2015
,1063413264,3/15/2015
,0407421453,5/15/2015
J1003,1166504168,3/15/2014
,1162050838,5/15/2014
,0806120730,7/15/2014
,0032887933,9/15/2014
,0854748366,11/15/2014
,0098302073,1/15/2015
,0142293813,3/15/2015
,0544476482,5/15/2015
J1004,0665725136,3/15/2014
,0241379238,5/15/2014
,0711421903,7/15/2014
,0679990103,9/15/2014
,0164336138,11/15/2014
,1256881416,1/15/2015
,1104614267,3/15/2015
,0202369010,5/15/2015
J1005,0928397835,3/15/2014
,0508673687,5/15/2014
,0396211218,7/15/2014
,0220413136,9/15/2014
,1245239686,11/15/2014
,0808561154,1/15/2015
,0384970980,3/15/2015
,0210361540,5/15/2015
J1006,1072087402,3/15/2014
,0678731106,5/15/2014
,0156138309,7/15/2014
,0561446550,9/15/2014
,1107107501,11/15/2014
,0356084375,1/15/2015
,0489932823,3/15/2015
,0875994386,5/15/2015
J1007,0607286873,3/15/2014
,0711848509,5/15/2014
,0514579634,7/15/2014
,0169855004,9/15/2014
,0937390982,11/15/2014
,0014678398,1/15/2015
,0456097428,3/15/2015
,0544648477,5/15/2015
J1008,0049333746,3/15/2014
,0296509521,5/15/2014
,0205959478,7/15/2014
,1017583850,9/15/2014
,0255840010,11/15/2014
,1258522390,1/15/2015
,0552435725,3/15/2015
,0105859797,5/15/2015
J1009,0634241107,3/15/2014
,0679821289,5/15/2014
,0748999130,7/15/2014
,0727965405,9/15/2014
,0630139144,11/15/2014
,0822813749,1/15/2015
,0520160698,3/15/2015
,0628078771,5/15/2015
J1010,0906621225,3/15/2014
,0132897480,5/15/2014
,0519883363,7/15/2014
,0142647596,9/15/2014
,0798472860,11/15/2014
,0365488514,1/15/2015
,0526057861,3/15/2015
,0386568906,5/15/2015
J1011,0091009360,3/15/2014
,0442446020,5/15/2014
,0179056703,7/15/2014
,0264334672,9/15/2014
,0106561974,11/15/2014
,0286906559,1/15/2015
,0254458659,3/15/2015
,0081411129,5/15/2015
J1012,1358466458,3/15/2014
,0580700091,5/15/2014
,0719565681,7/15/2014
,1077705800,9/15/2014
,1022673845,11/15/2014
,0414589030,1/15/2015
,0628293322,3/15/2015
,0378917527,5/15/2015
J1013,0709880430,4/15/2014
,1053032943,6/15/2014
,0646626578,8/15/2014
,0543027665,10/15/2014
,0060900646,12/15/2014
,0248275362,2/15/2015
,1209987669,4/15/2015
,0367116749,6/15/2015
J1014,0388650672,4/15/2014
,1334896279,6/15/2014
,0471216448,8/15/2014
,0731929985,10/15/2014
,0627109763,12/15/2014
,0101465680,2/15/2015
,0595947692,4/15/2015
,0746321708,6/15/2015
J1015,1140790293,4/15/2014
,0102794591,6/15/2014
,0882541343,8/15/2014
,0830635812,10/15/2014
,0112436399,12/15/2014
,1141845311,2/15/2015
,0233907355,4/15/2015
,0703213821,6/15/2015
J1016,1155630470,4/15/2014
,0266840870,6/15/2014
,0177579377,8/15/2014
,0689881188,10/15/2014
,0806417787,12/15/2014
,0125086461,2/15/2015
,0557033443,4/15/2015
,1287835078,6/15/2015
J1017,1102262489,5/15/2014
,0044875522,7/15/2014
,1012792303,9/15/2014
,0179322912,11/15/2014
,0747667901,1/15/2015
,0144520878,3/15/2015
,0702247770,5/15/2015
,0020944153,7/15/2015
J1018,0412613988,6/15/2014
,1196029909,8/15/2014
,0879683352,10/15/2014
,0646628621,12/15/2014
,0905034404,2/15/2015
,1372780400,4/15/2015
,0899343581,6/15/2015
,0631712782,8/15/2015
J1019,0011125121,4/15/2014
,0826447233,6/15/2014
,0598051900,8/15/2014
,0263703616,10/15/2014
,0243398159,12/15/2014
,0026530542,2/15/2015
,1319672610,4/15/2015
,0139383372,6/15/2015
J1020,0118999099,4/15/2014
,0107573010,6/15/2014
,0266372869,8/15/2014
,0597925533,10/15/2014
,0913206415,12/15/2014
,0219078444,2/15/2015
,0090040340,4/15/2015
,0203718257,6/15/2015
J1021,1193212143,4/15/2014
,1142009078,6/15/2014
,0565986871,8/15/2014
,1403636245,10/15/2014
,0210935615,12/15/2014
,0965554190,2/15/2015
,0187921878,4/15/2015
,0096962458,6/15/2015
J1022,0184356224,4/15/2014
,0937674209,6/15/2014
,0721683476,8/15/2014
,0107597498,10/15/2014
,0048125705,12/15/2014
,0095700104,2/15/2015
,0377787791,4/15/2015
,0124960725,6/15/2015
J1023,0860050896,4/15/2014
,0996444831,6/15/2014
,1022808528,8/15/2014
,0118301373,10/15/2014
,0508741917,12/15/2014
,0079781362,2/15/2015
,1043890141,4/15/2015
,0486910871,6/15/2015
J1024,0652909105,4/15/2014
,0304674705,6/15/2014
,0003390950,8/15/2014
,0452751598,10/15/2014
,0349385312,12/15/2014
,1060801333,2/15/2015
,0640574005,4/15/2015
,0694581225,6/15/2015
J1025,0639031390,4/15/2014
,0527628430,6/15/2014
,0715010439,8/15/2014
,0577305809,10/15/2014
,1307441431,12/15/2014
,0252355300,2/15/2015
,0111077999,4/15/2015
,1118017233,6/15/2015
J1026,1098792009,5/15/2014
,0537173130,7/15/2014
,0809766525,9/15/2014
,0653210811,11/15/2014
,0222772991,1/15/2015
,0528479580,3/15/2015
,0317651993,5/15/2015
,1297898141,7/15/2015
J1027,0549567765,5/15/2014
,0370962538,7/15/2014
,1057692147,9/15/2014
,0371996632,11/15/2014
,0551537234,1/15/2015
,0070154753,3/15/2015
,0140810070,5/15/2015
,0372341365,7/15/2015
J1028,1406207098,5/15/2014
,0727374257,7/15/2014
,0375337849,9/15/2014
,0079612352,11/15/2014
,0774465237,1/15/2015
,0636215162,3/15/2015
,0235487388,5/15/2015
,0073697816,7/15/2015
J1029,0108365544,5/15/2014
,1335963825,7/15/2014
,0757305488,9/15/2014
,0650552737,11/15/2014
,0404781558,1/15/2015
,0430965682,3/15/2015
,1162987954,5/15/2015
,0588645655,7/15/2015
J1030,0570404359,5/15/2014
,0101048809,7/15/2014
,0070339598,9/15/2014
,0303932469,11/15/2014
,0424643173,1/15/2015
,0112151075,3/15/2015
,0869244667,5/15/2015
,0622432633,7/15/2015
J1031,1298214323,5/15/2014
,0787518754,7/15/2014
,1150656576,9/15/2014
,0722269127,11/15/2014
,0978714802,1/15/2015
,1090740334,3/15/2015
,0779953235,5/15/2015
,0054280953,7/15/2015
J1032,0695087348,5/15/2014
,1298756023,7/15/2014
,0501418595,9/15/2014
,1121641528,11/15/2014
,0055002112,1/15/2015
,0378247721,3/15/2015
,0622554888,5/15/2015
,0213538899,7/15/2015
J1033,0165892155,5/15/2014
,0151353990,7/15/2014
,1083854001,9/15/2014
,0531530439,11/15/2014
,0254920163,1/15/2015
,0482498849,3/15/2015
,0767249289,5/15/2015
,0296360623,7/15/2015
J1034,1306876240,5/15/2014
,0477684578,7/15/2014
,0345699535,9/15/2014
,0520116603,11/15/2014
,0387653403,1/15/2015
,0302992862,3/15/2015
,0179312964,5/15/2015
,0876716188,7/15/2015
J1035,0906490396,5/15/2014
,0682096450,7/15/2014
,1232870629,9/15/2014
,0174259245,11/15/2014
,0757397774,1/15/2015
,0492740701,3/15/2015
,0237461944,5/15/2015
,0680124345,7/15/2015
J1036,0058672240,5/15/2014
,0669985908,7/15/2014
,0639900613,9/15/2014
,0030877210,11/15/2014
,0760712711,1/15/2015
,0267544331,3/15/2015
,0708963242,5/15/2015
,0410783703,8/15/2015
J1037,0020352551,5/15/2014
,0970203712,7/15/2014
,0149985461,9/15/2014
,0736860214,11/15/2014
,0579778065,1/15/2015
,1345078609,3/15/2015
,0687637466,5/15/2015
,0643659632,8/15/2015
J1038,1017798918,6/15/2014
,0426677497,8/15/2014
,0955706685,10/15/2014
,0272516050,12/15/2014
,0212448828,2/15/2015
,0528092641,4/15/2015
,0079406436,6/15/2015
,0494763777,8/15/2015
J1039,1017798918,6/15/2014
,0426677497,8/15/2014
,0955706685,10/15/2014
,0272516050,12/15/2014
,0212448828,2/15/2015
,0528092641,4/15/2015
,0079406436,6/15/2015
,0494763777,8/15/2015
J1040,0632925497,6/15/2014
,0956821899,8/15/2014
,0858911427,10/15/2014
,0215900558,12/15/2014
,0213674227,2/15/2015
,0717339819,4/15/2015
,1184182290,6/15/2015
,1300847775,8/15/2015
J1041,0715374437,5/15/2014
,0492170979,7/15/2014
,1316681211,9/15/2014
,0557226804,11/15/2014
,1043019551,1/15/2015
,0510322267,3/15/2015
,0378078703,5/15/2015
,1320370825,7/15/2015
J1042,0224184778,5/15/2014
,0191257686,7/15/2014
,0077750303,9/15/2014
,0407197269,11/15/2014
,0653674843,1/15/2015
,0265353734,3/15/2015
,0709286789,5/15/2015
,0072164196,7/15/2015
J1043,1023431327,5/15/2014
,0512026886,7/15/2014
,0132669169,9/15/2014
,1173155615,11/15/2014
,0368375187,1/15/2015
,0488299910,3/15/2015
,0025471144,5/15/2015
,0503508079,7/15/2015
J1044,0465498221,5/15/2014
,1170175505,7/15/2014
,0641543939,9/15/2014
,1065909790,11/15/2014
,1333337916,1/15/2015
,0561471175,3/15/2015
,0457094687,5/15/2015
,1286288263,7/15/2015
J1045,0437243113,5/15/2014
,0295015672,7/15/2014
,0664990541,9/15/2014
,0481365499,11/15/2014
,0182751890,1/15/2015
,0244447900,3/15/2015
,1151015815,5/15/2015
,0860636169,7/15/2015
J1046,1081996754,5/15/2014
,0297495056,7/15/2014
,0756118233,9/15/2014
,0423411196,11/15/2014
,0706213709,1/15/2015
,0671515595,3/15/2015
,0566249024,5/15/2015
,0551569913,7/15/2015
J1047,0451719281,5/15/2014
,0240953108,7/15/2014
,0829447049,9/15/2014
,0495912814,11/15/2014
,1180887920,1/15/2015
,0276624796,3/15/2015
,0277479860,5/15/2015
,0443237385,7/15/2015
J1048,0354178447,5/15/2014
,0015545104,7/15/2014
,0237327774,9/15/2014
,0206074728,11/15/2014
,0537030370,1/15/2015
,1394559715,3/15/2015
,0757119036,5/15/2015
,0634882083,7/15/2015
J1049,0235175134,5/15/2014
,0348639213,7/15/2014
,0040513012,9/15/2014
,0249243662,11/15/2014
,0666894735,1/15/2015
,0724035423,3/15/2015
,1166565747,5/15/2015
,0067754184,7/15/2015
J1050,0529847111,5/15/2014
,1266749123,7/15/2014
,0095406897,9/15/2014
,0158477276,11/15/2014
,1156820129,1/15/2015
,0524911346,3/15/2015
,0163403904,5/15/2015
,0258033241,7/15/2015
J1051,0128489739,5/15/2014
,0264662793,7/15/2014
,0348219395,9/15/2014
,0121252962,11/15/2014
,0206962656,1/15/2015
,0457734432,3/15/2015
,1182308141,5/15/2015
,0630544626,7/15/2015
J1052,1315567531,5/15/2014
,0004747667,7/15/2014
,0499347144,9/15/2014
,0602001432,11/15/2014
,0708832929,1/15/2015
,0503632975,3/15/2015
,0346938244,5/15/2015
,0930148028,7/15/2015
J1053,0307856077,5/15/2014
,0264081686,7/15/2014
,0563315619,9/15/2014
,0253467589,11/15/2014
,0635917799,1/15/2015
,1177978772,3/15/2015
,0928765260,5/15/2015
,0720824591,7/15/2015
J1054,0838013731,5/15/2014
,1061065483,7/15/2014
,1397603142,9/15/2014
,0154731099,11/15/2014
,1350619015,1/15/2015
,0658588169,3/15/2015
,0577700941,5/15/2015
,0973412967,7/15/2015
J1055,0951693780,5/15/2014
,0236082360,7/15/2014
,0706027461,9/15/2014
,0471585516,11/15/2014
,0326452026,1/15/2015
,0242119856,3/15/2015
,0666690146,5/15/2015
,0726339082,7/15/2015
J1056,0336342112,5/15/2014
,0846402541,7/15/2014
,1015754351,9/15/2014
,0116403390,11/15/2014
,0925625267,1/15/2015
,0741013132,3/15/2015
,0558624622,5/15/2015
,0076037545,7/15/2015
J1057,0773367189,5/15/2014
,0120933907,7/15/2014
,0590409913,9/15/2014
,0974659788,11/15/2014
,1364940324,1/15/2015
,0636199771,3/15/2015
,0673019242,5/15/2015
,0032686606,7/15/2015
J1058,0373331999,5/15/2014
,0342847204,7/15/2014
,0639757606,9/15/2014
,0261097343,11/15/2014
,0306844675,1/15/2015
,0407527358,3/15/2015
,0491613729,5/15/2015
,0597149037,7/15/2015
J1059,0022476727,5/15/2014
,0182120500,7/15/2014
,1349278960,9/15/2014
,0134962932,11/15/2014
,1042251142,1/15/2015
,1017594771,3/15/2015
,0610038724,5/15/2015
,0991522024,7/15/2015
J1060,0099561479,5/15/2014
,0987999148,7/15/2014
,0197152691,9/15/2014
,0578831341,11/15/2014
,0771554704,1/15/2015
,0168948590,3/15/2015
,0235066603,5/15/2015
,0680977140,7/15/2015
J1061,1180008579,6/15/2014
